id,name_en,juz_id,name_ar,text,
23,Al-Mumenoon,المؤمنون,1,Surat Al-Mumenoon the 23rd chapter of the Quran emphasizes the qualities and attributes of true believers detailing the characteristics that define those who are successful in the sight of Allah. It outlines the virtues of faith humility prayerfulness charity chastity and honesty highlighting the importance of these qualities in the life of a devout Muslim. The Surah emphasizes the need for inner purity and a strong moral compass stressing that those who fulfill these virtues will inherit Paradise. Additionally it contrasts the behavior of believers with the actions of those who deny the truth emphasizing the eventual accountability and judgment for all actions in the Hereafter. Overall Surah Al-Mumenoon serves as a guide for believers outlining the moral and spiritual principles necessary for a fulfilling and righteous life in accordance with Islamic teachings.
24,An-Noor,النور,1,Surat An-Noor the 24th chapter of the Quran addresses social conduct emphasizing ethical behavior modesty and the importance of establishing proof in cases of false accusations regarding a person's chastity. It introduces guidelines for personal conduct within society highlighting the significance of privacy proper attire and interactions between genders. The Surah outlines the consequences for falsely accusing chaste individuals and emphasizes the importance of reliable witnesses in such cases. Additionally it stresses the need for repentance and forgiveness emphasizing the importance of upholding moral standards within the community fostering an environment of trust and ensuring justice prevails in matters of personal conduct and accusations.
25,Al-Furqan,الفرقان,1,Surat Al-Furqan the 25th chapter of the Quran emphasizes the stark distinction between truth and falsehood while illustrating various attributes of the righteous and the misguided. It begins by highlighting the Quran as a distinguishing criterion between right and wrong stressing its divine origin and guidance. The chapter delves into the rejection of the message by disbelievers contrasting their arrogance and denial with the humility and acceptance of the believers. Al-Furqan elaborates on the qualities of the servants of the Most Merciful describing their reverence supplication and moderation. It denounces the societal pressure and influences that steer people away from the path of righteousness and stresses the need for patience and perseverance in the face of adversity. This chapter serves as a reminder of the importance of discernment sincerity in faith and steadfastness ultimately highlighting the eternal consequences of choices made in this worldly life.
26,Ash-Shuara,الشعراء,1,Surat Ash-Shu'ara meaning "The Poets" is the 26th chapter of the Quran consisting of 227 verses. It emphasizes the stories of various prophets sent to guide their people highlighting their struggles rejection and perseverance in delivering the message of monotheism. The chapter narrates accounts of Prophet Moses and Pharaoh illustrating the confrontation between truth and falsehood and the eventual triumph of divine guidance. It also features narratives of other prophets like Abraham Noah Hud Salih Lot and Shu'ayb underscoring the common themes of faith perseverance and the consequences of denying divine messages. Throughout Ash-Shu'ara the recurrent emphasis lies in inviting people to recognize the oneness of God warning against the perils of disbelief and urging adherence to the guidance provided by the messengers for the betterment of humanity.
27,An-Naml,النمل,1,Surat An-Naml the 27th chapter of the Quran primarily revolves around the themes of faith guidance and divine wisdom. It narrates the story of Prophet Solomon highlighting his wisdom authority over nature and creatures and his efforts to spread God's message. The surah emphasizes the importance of recognizing and submitting to God's signs in the natural world as proof of His existence. It also recounts the encounter between Prophet Solomon and the Queen of Sheba showcasing her eventual acceptance of the truth after witnessing Solomon's miraculous demonstration of God's power. Throughout the chapter the underlying message emphasizes the importance of recognizing God's signs submitting to His authority and upholding faith in His divine wisdom.
28,Al-Qasas,القصص,1,Surat Al-Qasas named after "The Narrations" predominantly recounts the story of Moses and his journey focusing on themes of faith divine intervention and the consequences of arrogance. It delves into Moses' upbringing escape from Egypt and his eventual role as a prophet. The surah highlights the intricacies of God's plan showcasing how Moses despite facing adversity finds support guidance and eventual success through faith and perseverance. Additionally it touches on broader aspects of divine justice and the eventual downfall of oppressive powers. Through this narrative Al-Qasas serves as a reminder of the importance of humility trust in God's wisdom and the eventual triumph of truth over falsehood.
29,Al-Ankaboot,العنكبوت,1,Surat Al-Ankabut the 29th chapter of the Quran derives its name from the Arabic word "ankaboot" meaning spider referring to the analogy within the surah comparing the fragility of false beliefs to the frailty of a spider's web. This surah emphasizes the trials faced by believers asserting that hardships are a natural part of faith and that patience and steadfastness are crucial virtues during adversity. It narrates the stories of previous communities highlighting their struggles and the consequences of disbelief. Al-Ankabut underscores the idea that belief is tested through trials urging believers to hold fast to their faith despite challenges and to seek guidance through patience and prayer. The chapter concludes by emphasizing that those who strive in God's path will be rewarded and those who disbelieve will face the consequences of their choices.
30,Ar-Room,الروم,1,Surat Ar-Rum the 30th chapter of the Quran reflects on the rise and fall of civilizations emphasizing the signs of Allah's existence in the alternation of day and night the creation of heavens and earth and the diversity of languages and colors among humankind. It discusses how humans face trials and calamities but also have signs of hope in the creation around them. The chapter highlights the arrogance of those who deny the truth despite witnessing Allah's signs warning them of their eventual accountability on the Day of Judgment. It reassures believers reminding them of the transient nature of worldly power and encouraging patience perseverance and seeking guidance from the Quran concluding with the affirmation that true success lies in faith and righteous deeds transcending worldly ambitions and superficial distinctions.
31,Luqman,لقمان,1,Surat Luqman the 31st chapter of the Quran is named after the wise sage Luqman known for his profound wisdom and advice. This chapter imparts spiritual guidance through the conversation between Luqman and his son offering timeless advice on wisdom gratitude and devotion to Allah. Luqman's counsel emphasizes monotheism warning against associating partners with God and encourages kindness towards parents. The Surah underscores the inevitability of the Day of Judgment urging individuals to adhere to righteous deeds and shun arrogance. It emphasizes the significance of knowledge reflection on the universe's signs and the certainty of divine accountability. Surah Luqman serves as a testament to the invaluable wisdom and guidance found in familial relationships nurturing a sense of mindfulness gratitude and submission to the will of Allah.
32,As-Sajda,السجدة,1,Surat As-Sajda the 32nd chapter of the Quran emphasizes the significance of prostration as an act of worship while conveying messages about faith guidance and accountability. It begins by highlighting the divine revelation of the Quran and the importance of believers bowing down in prostration to Allah. The chapter emphasizes the signs in the natural world as evidence of Allah's existence and power urging reflection and acknowledgment of His majesty. It discusses the fate of those who deny the truth and reject the message contrasting it with the rewards for the believers who embrace faith strive for righteousness and remain steadfast in prayer. As-Sajda emphasizes the truth of the Quranic message and encourages believers to uphold its guidance emphasizing the ultimate accountability on the Day of Judgment for one's deeds and actions in this life.
33,Al-Ahzab,الأحزاب,1,Surat Al-Ahzab the 33rd chapter of the Quran primarily focuses on social conduct marriage laws and the community of believers. It addresses various aspects of personal and communal life for Muslims outlining guidelines for marital relationships emphasizing modesty etiquette and the importance of maintaining proper conduct within society. The surah discusses the Prophet Muhammad's family life including his marriages to establish examples for believers. Additionally it advises on interactions between men and women highlighting the importance of modesty and respectful behavior. The chapter also emphasizes the significance of loyalty and support among believers in times of adversity particularly during conflicts or battles. Overall Al-Ahzab serves as a comprehensive guide for social interactions marriage ethics and community solidarity within the Islamic framework.
34,Saba,سبأ,1,Surat Saba the 34th chapter of the Quran emphasizes the message of divine unity accountability and the consequences of belief and disbelief. It begins by glorifying Allah and highlighting His absolute knowledge and authority over everything. The Surah narrates the stories of various past nations focusing on their rejection of prophets and subsequent accountability for their actions. It highlights the signs in the universe as evidence of Allah's existence and power urging reflection and recognition of His blessings. Saba stresses the importance of belief in the Oneness of God and the inevitability of the Day of Judgment where everyone will be held accountable for their deeds. The Surah emphasizes the distinction between belief and disbelief highlighting the consequences each carries and emphasizing the significance of faith in the face of rejection and adversity.
35,Fatir,فاطر,1,Surat Fatir the 35th chapter of the Quran emphasizes the power and majesty of Allah as the Creator of the heavens and the earth and the one who sustains all existence. It underscores the concept of divine oneness and the inevitability of divine judgment. The chapter emphasizes the signs present in nature as evidence of Allah's existence and power inviting reflection and recognition of His sovereignty. It also discusses the fate of past nations who denied their prophets and the consequences of disbelief. Surah Fatir emphasizes the importance of worshiping Allah alone acknowledging His supremacy and serving Him faithfully while warning against the consequences of rejecting the truth and the reality of resurrection and accountability in the Hereafter.
36,Ya Seen,يس,1,Surat Ya-Sin the 36th chapter of the Quran holds significant spiritual weight and is often regarded as the heart of the Quran due to its profound messages. It begins by emphasizing the divine source of the Quran and the rejection by disbelievers presenting the story of messengers sent to a community that denied them. The chapter highlights the concept of resurrection affirming the truth of the hereafter and God's power to resurrect the dead. Through the parable of a city to whom messengers were sent it emphasizes the consequences of denial and the importance of heeding the message. Surah Ya-Sin highlights the signs in the natural world the balance and order in creation urging reflection and recognition of God's sovereignty. It stresses the inevitability of the Day of Judgment the accountability of actions and the reckoning of deeds. The chapter concludes by calling for submission to God's will and acknowledging His ultimate authority reiterating the significance of the Quran's guidance as a mercy and a reminder for humanity.
37,As-Saaffat,الصافات,1,Surat As-Saaffat the 37th chapter of the Quran predominantly emphasizes the concept of divine power emphasizing the recurring phrase "By the ranks" which signifies the ranks or rows of angels lined up in obedience to Allah. The surah highlights the might and authority of God recounting stories of various prophets like Noah Abraham Moses and others underscoring their unwavering faith and the opposition they faced from their people. The narrative delves into the theme of divine justice showcasing examples of punishment for disbelief and reward for faithfulness urging listeners to reflect on the consequences of their actions in the afterlife. As-Saaffat also portrays the ultimate victory of truth over falsehood accentuating the idea of accountability on the Day of Judgment when the righteous will be rewarded and the wrongdoers penalized underscoring the absolute authority and justice of Allah.
38,Sad,ص,1,Surat Sad the 38th chapter of the Quran reflects on the narrative of the Prophet David (Dawud) and his steadfastness in facing trials and conflicts. It emphasizes how David's devotion to God helped him overcome challenges including the story of his encounter with Goliath. The chapter draws attention to the rejection and punishment of disbelievers in past nations underscoring the consequences of denying divine messages. Surah Sad also highlights the inevitability of the Day of Judgment and the accountability of all individuals for their actions. It encourages reflection on the lessons from past prophets and the importance of unwavering faith and patience in the face of adversity ultimately emphasizing the power of belief and devotion to God.
39,Az-Zumar,الزمر,1,Surat Az-Zumar the 39th chapter of the Quran emphasizes the absolute monotheism of Allah and the inevitability of accountability on the Day of Judgment. It focuses on the importance of sincere worship and obedience to God alone warning against associating partners with Him. The chapter highlights the mercy of Allah encouraging repentance and promising forgiveness for those who turn to Him sincerely. It contrasts the fate of believers and disbelievers depicting Paradise's bliss for the righteous and Hell's torment for those who reject faith. Az-Zumar stresses the significance of reflecting on the signs of creation as evidence of God's existence and emphasizes that the Quran is a guide for humanity inviting people to ponder its verses. It calls for humility gratitude and recognition of the purpose behind creation asserting that ultimately every soul will taste the consequences of its deeds reinforcing the message of accountability and the importance of faith in Islam.
40,Ghafir,غافر,1,Surat Ghafir also known as Al-Muâ€™min emphasizes the significance of faith repentance and divine mercy. It highlights the story of Prophet Moses and Pharaoh showcasing the consequences of disbelief and the power of repentance. The surah underscores the inevitability of divine judgment and the accountability of individuals for their actions. It emphasizes the importance of guidance from Allah and warns against following false deities. Surah Ghafir illustrates the mercy of Allah encouraging believers to seek forgiveness and guidance while cautioning against the arrogance and consequences of rejecting faith. Overall it serves as a reminder of divine justice the power of repentance and the importance of steadfast faith in the face of adversity.
41,Fussilat,فصلت,1,Surat Fussilat named after the phrase "explained in detail" emphasizes the Quran's divine origins and the rejection faced by earlier prophets. It underscores the Quran's revelation in clear Arabic inviting listeners to ponder its verses. The surah highlights the disbelievers' arrogance and their rejection of the truth despite clear signs in the universe and within themselves. It illustrates the fate of past nations who denied the messengers emphasizing that the rejecters of truth face severe consequences in the Hereafter. It encourages believers to remain steadfast offering them glad tidings and assurance of Allah's support and guidance. The chapter emphasizes the importance of faith reminding that those who engage in good deeds will be rewarded and those who sow corruption will face consequences. Overall Surah Fussilat underscores the clarity and guidance of the Quran while warning against the consequences of disbelief and urging steadfastness in faith and righteousness.
42,Ash-Shura,الشورى,1,Surat Ash-Shura "The Consultation" is the 42nd chapter of the Quran emphasizing consultation and unity among believers. It delves into themes of guidance emphasizing that the Quran is revealed in Arabic for the benefit of humanity urging the Prophet to remain steadfast and to follow the guidance from Allah. The surah discusses the unity of faith calling for unity among people of different beliefs by focusing on the oneness of God. It encourages believers to resolve disputes through consultation and advocates for patience and forgiveness. Ash-Shura highlights the importance of divine unity underscoring that Allah's judgment will prevail urging believers to hold firm to their faith and trust in Allah's wisdom. The chapter emphasizes divine guidance calling for reflection and adherence to the Quran's teachings for a righteous and just society.
43,Az-Zukhruf,الزخرف,1,Surat Az-Zukhruf translating to "The Gold Adornments" is the 43rd chapter of the Quran consisting of 89 verses. It emphasizes the divine origin of the Quran and the significance of monotheism highlighting the absurdity of associating partners with Allah. The chapter stresses the Quran's guidance and warns against rejecting it narrating stories of past prophets to exemplify the consequences of disbelief. It underscores the Quran's revelation in clear Arabic challenging those who dispute its authenticity. Az-Zukhruf encourages reflection on the creation the heavens and the earth as signs of Allah's existence and power urging people to recognize their Creator and abandon false beliefs. It also depicts the fate of disbelievers on the Day of Judgment and offers reassurance to believers who remain steadfast in their faith.
44,Ad-Dukhan,الدخان,1,Surat Ad-Dukhan meaning "The Smoke" is the 44th chapter of the Quran consisting of 59 verses. It begins by describing the coming of a smoke or a visible manifestation as a sign of impending divine judgment. This event is seen as a warning to the people to accept faith and guidance before the Day of Judgment arrives. The surah emphasizes the Quran as a clear message for humanity calling attention to the disbelief of previous nations and their eventual punishment. It highlights the importance of heeding divine warnings and the consequences of rejecting the message of God. Ad-Dukhan reaffirms the truth of the Quran the role of prophets as warners and the accountability of individuals on the Day of Reckoning. Overall it underscores the importance of faith heedfulness of divine signs and the inevitable accountability of all souls in the hereafter.
45,Al-Jathiya,الجاثية,1,Surat Al-Jathiya meaning "The Kneeling" is the 45th chapter of the Quran consisting of 37 verses. This surah primarily emphasizes the accountability of individuals on the Day of Judgment. It discusses how the Quran as a divine guidance serves as a source of enlightenment and a reminder to humanity. Al-Jathiya stresses the signs in nature as evidence of God's existence and power encouraging reflection and recognition of His authority. It describes the scene on Judgment Day when people will kneel before Allah acknowledging His supremacy and their deeds. The chapter highlights the consequences of belief and disbelief urging adherence to the guidance provided in the Quran as the means to attain success and avoid regret on the Day of Resurrection. Overall Surah Al-Jathiya underscores the importance of acknowledging God's signs seeking guidance from the Quran and preparing for the inevitable accountability in the Hereafter.
46,Al-Ahqaf,الأحقاف,1,Surat Al-Ahqaf the 46th chapter of the Quran derives its name from the mention of sand dunes or the curved sandhills in its verses. The surah primarily emphasizes the reality of resurrection and the consequences of belief and disbelief. It narrates stories of previous nations particularly focusing on the people of 'Aad and their prophet Hud who faced consequences due to their arrogance and rejection of divine guidance. The surah accentuates the importance of heeding the lessons from past civilizations and prophets warning against the consequences of disbelief while encouraging faith and submission to God's will. Additionally it highlights the signs in the universe urging reflection on the natural world as evidence of God's existence and power emphasizing the need for gratitude and acknowledgment of divine guidance.
47,Muhammad,محمد,1,Surat Muhammad the 47th chapter of the Quran emphasizes the call to faith and submission to Allah. It discusses various aspects of faith challenges faced by believers and the nature of disbelief. The chapter encourages believers to embrace steadfastness and perseverance in the face of opposition reminding them of the transient nature of life and the ultimate accountability before Allah. It highlights the significance of obedience to the Prophet Muhammad and adherence to divine guidance warning against hypocrisy and insincerity in faith. Surah Muhammad reinforces the importance of unity among believers urging them to support the cause of truth and justice while illustrating the consequences of deviating from the path of righteousness. Overall it serves as a motivational and instructional chapter urging believers to maintain their commitment to faith and righteous deeds amidst trials and tribulations.
48,Al-Fath,الفتح,1,Surat Al-Fath meaning "The Victory" is the 48th chapter of the Quran emphasizing the Treaty of Hudaybiyyah and its significance in Islam. It celebrates a pivotal event in Islamic history Prophet Muhammad's peaceful resolution with the Quraysh leading to a ten-year truce. This chapter highlights the divine wisdom behind this peace agreement and the ultimate victory it brought for the Muslim community paving the way for the spread of Islam. Al-Fath underscores the importance of patience perseverance and trust in God's plans showing that what might seem like a setback can ultimately lead to immense success. It encourages believers to remain steadfast in their faith assured that God's guidance will ultimately lead them to triumph. This chapter serves as a reminder of the power of diplomacy patience and unwavering trust in God's wisdom and promises.
