imam_id,chapter_id,chapter_text,
1,61,Virtues and Merits of the Prophet (pbuh) and his Companions - كتاب المناقب
1,62,Companions of the Prophet - كتاب فضائل أصحاب النبى صلى الله عليه وسلم
1,63,Merits of the Helpers in Madinah (Ansaar) - كتاب مناقب الأنصار
1,64,Military Expeditions led by the Prophet (pbuh) (Al-Maghaazi) - كتاب المغازى
1,65,Prophetic Commentary on the Qur'an (Tafseer of the Prophet (pbuh)) - كتاب التفسير
1,66,Virtues of the Qur'an - كتاب فضائل القرآن
1,67,Wedlock; Marriage (Nikaah) - كتاب النكاح
1,68,Divorce - كتاب الطلاق
1,69,Supporting the Family - كتاب النفقات
1,70,Food; Meals - كتاب الأطعمة
1,71,Sacrifice on Occasion of Birth (`Aqiqa) - كتاب العقيقة
1,72,Hunting; Slaughtering - كتاب الذبائح والصيد
1,73,Al-Adha Festival Sacrifice (Adaahi) - كتاب الأضاحي
1,74,Drinks - كتاب الأشربة
1,75,Patients - كتاب المرضى
1,76,Medicine - كتاب الطب
1,77,Dress - كتاب اللباس
1,78,Good Manners and Form (Al-Adab) - كتاب الأدب
1,80,Invocations - كتاب الدعوات
1,81,To make the Heart Tender (Ar-Riqaq) - كتاب الرقاق
1,82,Divine Will (Al-Qadar) - كتاب القدر
1,83,Oaths and Vows - كتاب الأيمان والنذور
1,84,Expiation for Unfulfilled Oaths - كتاب كفارات الأيمان
1,85,Laws of Inheritance (Al-Faraa'id) - كتاب الفرائض
1,86,Limits and Punishments set by Allah (Hudood) - كتاب الحدود
1,87,Blood Money (Ad-Diyat) - كتاب الديات
1,88,Dealing with Apostates - كتاب استتابة المرتدين والمعاندين وقتالهم
1,89,Saying Something under Compulsion (Ikraah) - كتاب الإكراه
1,90,Tricks - كتاب الحيل
1,91,Interpretation of Dreams - كتاب التعبير
1,92,Afflictions and the End of the World - كتاب الفتن
1,93,Judgments (Ahkaam) - كتاب الأحكام
1,94,Wishes - كتاب التمنى
1,95,Accepting Information Given by a Truthful Person - كتاب أخبار الآحاد
1,96,Holding Fast to the Qur'an and Sunnah - كتاب الاعتصام بالكتاب والسنة
1,97,Oneness; Uniqueness of Allah (Tawheed) - كتاب التوحيد
2,1,Introduction - كتاب المقدمة
2,2,The Book of Faith - كتاب الإيمان
2,3,The Book of Purification - كتاب الطهارة
2,4,The Book of Menstruation - كتاب الحيض
2,5,The Book of Prayers - كتاب الصلاة
2,6,The Book of Mosques and Places of Prayer - كتاب الْمَسَاجِدِ وَمَوَاضِعِ الصَّلاَةِ
2,7,The Book of Prayer (Travellers) - كتاب صلاة المسافرين وقصرها
2,8,The Book of Prayer (Friday) - كتاب الجمعة
2,9,The Book of Prayer (Two Eids) - كتاب صلاة العيدين
2,10,The Book of Prayer (Rain) - كتاب صلاة الاستسقاء‏
2,11,The Book of Prayer (Eclipse) - كتاب الكسوف
2,12,The Book of Prayer (Funerals) - كتاب الجنائز
2,13,The Book of Zakat - كتاب الزكاة
2,14,The Book of Fasting - كتاب الصيام
2,15,The Book of I'tikaf - كتاب الاعتكاف
2,16,The Book of Pilgrimage - كتاب الحج
2,17,The Book of Marriage - كتاب النكاح
2,18,The Book of Suckling - كتاب الرضاع
2,19,The Book of Divorce - كتاب الطلاق
2,20,The Book of Invoking Curses - كتاب اللعان
2,21,The Book of Emancipating Slaves - كتاب العتق
2,22,The Book of Transactions - كتاب البيوع
2,23,The Book of Masaaqah - كتاب المساقاة
2,24,The Book Rules of Inheritance - كتاب الفرائض
2,25,The Book of Gifts - كتاب الهبات
2,26,The Book of Wills - كتاب الوصايا
2,27,The Book of Vows - كتاب النذر
2,28,The Book of Oaths - كتاب الأيمان
2,29,The Book Oaths; Muharibin; Qasas (Retaliation) and Diyat (Blood Money) - كتاب القسامة والمحاربين والقصاص والديات
2,30,The Book Legal Punishments - كتاب الحدود
2,31,The Book Judicial Decisions - كتاب الأقضية
2,32,The Book of Lost Property - كتاب اللقطة
2,33,The Book of Jihad and Expedition - كتاب الجهاد والسير
2,34,The Book on Government - كتاب الإمارة
2,35,The Book of Hunting; Slaughter; and what may be Eaten - كتاب الصيد والذبائح وما يؤكل من الحيوان
2,36,The Book of Sacrifices - كتاب الأضاحى
2,37,The Book of Drinks - كتاب الأشربة
2,38,The Book of Clothes and Decoration - كتاب اللباس والزينة
2,39,The Book of Manners and Etiquette - كتاب الآداب
2,40,The Book of Greetings - كتاب السلام
2,41,The Book Concerning the Use of Correct Words - كتاب الألفاظ من الأدب وغيرها
2,42,The Book of Poetry - كتاب الشعر
2,43,The Book of Dreams - كتاب الرؤيا
2,44,The Book of Virtues - كتاب الفضائل
2,45,The Book of Merits of the Companions (Allah Be Pleased With Them) of the Holy Prophet - كتاب فضائل الصحابة رضى الله تعالى عنهم
2,46,The Book of Virtue; Good Manners and Joining of the Ties of Kindship - كتاب البر والصلة والآداب
2,47,The Book of Destiny - كتاب القدر
2,48,The Book of Knowledge - كتاب العلم
2,49,The Book Pertaining to the Remembrance of Allah; Supplication; Repentance and Seeking Forgiveness - كتاب الذكر والدعاء والتوبة والاستغفار
2,50,The Book of Heart-Melting Traditions - كتاب الرقاق
2,51,The Book of Repentance - كتاب التوبة
2,52,Charateristics Of The Hypocrites And Command Concerning Them - كتاب صفات المنافقين وأحكامهم
2,53,Charateristics Of The Day of Judgement; Paradise and Hell - كتاب صفة القيامة والجنة والنار
2,54,The Book of Paradise; Its Description; Its Bounties and Its Inhabitants - كتاب الجنة وصفة نعيمها وأهلها
2,55,The Book of Tribulations and Portents of the Last Hour - كتاب الفتن وأشراط الساعة
2,56,The Book of Zuhd and Softening of Hearts - كتاب الزهد والرقائق
2,57,The Book of Commentary on the Qur'an - كتاب التفسير
3,1,Purification (Kitab Al-Taharah) - كتاب الطهارة
3,2,Prayer (Kitab Al-Salat) - كتاب الصلاة
3,3,The Book Of The Prayer For Rain (Kitab al-Istisqa') - كتاب الاستسقاء
3,4,Detailed Rules of Law about the Prayer during Journey - كتاب صلاة السفر
3,5,Voluntary Prayers - كتاب التطوع
3,6,Detailed Injunctions about Ramadan - كتاب شهر رمضان
3,7,Prostration while reciting the Qur'an - كتاب سجود القرآن
3,8,Detailed Injunctions about Witr - كتاب الوتر
3,9,Zakat (Kitab Al-Zakat) - كتاب الزكاة
3,10,The Book of Lost and Found Items - كتاب اللقطة
3,11,The Rites of Hajj (Kitab Al-Manasik Wa'l-Hajj) - كتاب المناسك
3,12,Marriage (Kitab Al-Nikah) - كتاب النكاح
3,13,Divorce (Kitab Al-Talaq) - كتاب الطلاق
3,14,Fasting (Kitab Al-Siyam) - كتاب الصوم
3,15,Jihad (Kitab Al-Jihad) - كتاب الجهاد
3,16,Sacrifice (Kitab Al-Dahaya) - كتاب الضحايا
3,17,Game (Kitab Al-Said) - كتاب الصيد
3,18,Wills (Kitab Al-Wasaya) - كتاب الوصايا
3,19,Shares of Inheritance (Kitab Al-Fara'id) - كتاب الفرائض
3,20,Tribute, Spoils, and Rulership (Kitab Al-Kharaj, Wal-Fai' Wal-Imarah) - كتاب الخراج والإمارة والفىء
3,21,Funerals (Kitab Al-Jana'iz) - كتاب الجنائز
3,22,Oaths and Vows (Kitab Al-Aiman Wa Al-Nudhur) - كتاب الأيمان والنذور
3,23,Commercial Transactions (Kitab Al-Buyu) - كتاب البيوع
3,24,Wages (Kitab Al-Ijarah) - كتاب الإجارة
3,25,The Office of the Judge (Kitab Al-Aqdiyah) - كتاب الأقضية
3,26,Knowledge (Kitab Al-Ilm) - كتاب العلم
3,27,Drinks (Kitab Al-Ashribah) - كتاب الأشربة
3,28,Foods (Kitab Al-At'imah) - كتاب الأطعمة
3,29,Medicine (Kitab Al-Tibb) - كتاب الطب
3,30,Divination and Omens (Kitab Al-Kahanah Wa Al-Tatayyur) - كتاب الكهانة و التطير
3,31,The Book of Manumission of Slaves - كتاب العتق
3,32,Dialects and Readings of the Qur'an (Kitab Al-Huruf Wa Al-Qira'at) - كتاب الحروف والقراءات
3,33,Hot Baths (Kitab Al-Hammam) - كتاب الحمَّام
3,34,Clothing (Kitab Al-Libas) - كتاب اللباس
3,35,Combing the Hair (Kitab Al-Tarajjul) - كتاب الترجل
3,36,Signet-Rings (Kitab Al-Khatam) - كتاب الخاتم
3,37,Trials and Fierce Battles (Kitab Al-Fitan Wa Al-Malahim) - كتاب الفتن والملاحم
3,38,The Promised Deliverer (Kitab Al-Mahdi) - كتاب المهدى
3,39,Battles (Kitab Al-Malahim) - كتاب الملاحم
3,40,Prescribed Punishments (Kitab Al-Hudud) - كتاب الحدود
3,41,Types of Blood-Wit (Kitab Al-Diyat) - كتاب الديات
3,42,Model Behavior of the Prophet (Kitab Al-Sunnah) - كتاب السنة
3,43,General Behavior (Kitab Al-Adab) - كتاب الأدب
4,1,The Book on Purification - كتاب الطهارة عن رسول الله صلى الله عليه وسلم
4,2,The Book on Salat (Prayer) - كتاب الصلاة
4,3,The Book on Al-Witr - أَبْوَابُ الْوِتْرِ
4,4,The Book on the Day of Friday - كِتَاب الْجُمُعَةِ عَنْ رَسُولِ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ
4,5,The Book on the Two Eids - أَبْوَابُ الْعِيدَيْنِ عَنْ رَسُولِ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ
4,6,The Book on Traveling - أَبْوَابُ السَّفَرِ
4,7,The Book on Zakat - كتاب الزكاة عن رسول الله صلى الله عليه وسلم
4,8,The Book on Fasting - كتاب الصوم عن رسول الله صلى الله عليه وسلم
4,9,The Book on Hajj - كتاب الحج عن رسول الله صلى الله عليه وسلم
4,10,The Book on Jana''iz (Funerals) - كتاب الجنائز عن رسول الله صلى الله عليه وسلم
4,11,The Book on Marriage - كتاب النكاح عن رسول الله صلى الله عليه وسلم
4,12,The Book on Suckling - كتاب الرضاع
4,13,The Book on Divorce and Li'an - كتاب الطلاق واللعان عن رسول الله صلى الله عليه وسلم
4,14,The Book on Business - كتاب البيوع عن رسول الله صلى الله عليه وسلم
4,15,The Chapters On Judgements From The Messenger of Allah - كتاب الأحكام عن رسول الله صلى الله عليه وسلم
4,16,The Book on Blood Money - كتاب الديات عن رسول الله صلى الله عليه وسلم
4,17,The Book on Legal Punishments (Al-Hudud) - كتاب الحدود عن رسول الله صلى الله عليه وسلم
4,18,The Book on Hunting - كتاب الصيد والذبائح عن رسول الله صلى الله عليه وسلم
4,19,The Book on Sacrifices - كتاب الأضاحى عن رسول الله صلى الله عليه وسلم
4,20,The Book on Vows and Oaths - كتاب النذور والأيمان عن رسول الله صلى الله عليه وسلم
4,21,The Book on Military Expeditions - كتاب السير عن رسول الله صلى الله عليه وسلم
4,22,The Book on Virtues of Jihad - كتاب فضائل الجهاد عن رسول الله صلى الله عليه وسلم
4,23,The Book on Jihad - كتاب الجهاد عن رسول الله صلى الله عليه وسلم
4,24,The Book on Clothing - كتاب اللباس
4,25,The Book on Food - كتاب الأطعمة عن رسول الله صلى الله عليه وسلم
4,26,The Book on Drinks - كتاب الأشربة عن رسول الله صلى الله عليه وسلم
4,27,Chapters on Righteousness And Maintaining Good Relations With Relatives - كتاب البر والصلة عن رسول الله صلى الله عليه وسلم
4,28,Chapters on Medicine - كتاب الطب عن رسول اللَّهِ صلى الله عليه وسلم
4,29,Chapters On Inheritance - كتاب الفرائض عن رسول الله صلى الله عليه وسلم
4,30,Chapters On Wasaya (Wills and Testament) - كتاب الوصايا عن رسول الله صلى الله عليه وسلم
4,31,Chapters On Wala' And Gifts - كتاب الولاء والهبة عن رسول الله صلى الله عليه وسلم
4,32,Chapters On Al-Qadar - كتاب القدر عن رسول الله صلى الله عليه وسلم
4,33,Chapters On Al-Fitan - كتاب الفتن عن رسول الله صلى الله عليه وسلم
4,34,Chapters On Dreams - كتاب الرؤيا عن رسول الله صلى الله عليه وسلم
4,35,Chapters On Witnesses - كتاب الشهادات عن رسول الله صلى الله عليه وسلم
4,36,Chapters On Zuhd - كتاب الزهد عن رسول الله صلى الله عليه وسلم
4,37,Chapters on the description of the Day of Judgement, Ar-Riqaq, and Al-Wara' - كتاب صفة القيامة والرقائق والورع عن رسول الله صلى الله
4,38,Chapters on the description of Paradise - كتاب صفة الجنة عن رسول الله صلى الله عليه وسلم
4,39,The Book on the Description of Hellfire - كتاب صفة جهنم عن رسول الله صلى الله عليه وسلم
4,40,The Book on Faith - كتاب الإيمان عن رسول الله صلى الله عليه وسلم
4,41,Chapters on Knowledge - كتاب العلم عن رسول الله صلى الله عليه وسلم
4,42,Chapters on Seeking Permission - كتاب الاستئذان والآداب عن رسول الله صلى الله عليه وسلم
4,43,Chapters on Manners - كتاب الأدب عن رسول الله صلى الله عليه وسلم
4,44,Chapters on Parables - كتاب الأمثال عن رسول الله صلى الله عليه وسلم
4,45,Chapters on The Virtues of the Qur'an - كتاب فضائل القرآن عن رسول الله صلى الله عليه وسلم
4,46,Chapters on Recitation - كتاب القراءات عن رسول الله صلى الله عليه وسلم
4,47,Chapters on Tafsir - كتاب تفسير القرآن عن رسول الله صلى الله عليه وسلم
4,48,Chapters on Supplication - كتاب الدعوات عن رسول الله صلى الله عليه وسلم
4,49,Chapters on Virtues - كتاب المناقب عن رسول الله صلى الله عليه وسلم
5,1,The Book of Purification - كتاب الطهارة
5,2,The Book of Water - كتاب المياه
5,3,The Book of Menstruation and Istihadah - كتاب الحيض والاستحاضة
5,4,The Book of Ghusl and Tayammum - كتاب الغسل والتيمم
5,5,The Book of Salah - كتاب الصلاة
5,6,The Book of the Times (of Prayer) - كتاب المواقيت
5,7,The Book of the Adhan (The Call to Prayer) - كتاب الأذان
5,8,The Book of the Masjids - كتاب المساجد
5,9,The Book of the Qiblah - كتاب القبلة
5,10,The Book of Leading the Prayer (Al-Imamah) - كتاب الإمامة
5,11,The Book of the Commencement of the Prayer - كتاب الافتتاح
5,12,The Book of The At-Tatbiq (Clasping One's Hands Together) - كتاب التطبيق
5,13,The Book of Forgetfulness (In Prayer) - كتاب السهو
5,14,The Book of Jumu'ah (Friday Prayer) - كتاب الجمعة
5,15,The Book of Shortening the Prayer When Traveling - كتاب تقصير الصلاة فى السفر
5,16,The Book of Eclipses - كتاب الكسوف
5,17,The Book of Praying for Rain (Al-Istisqa') - كتاب الاستسقاء
5,18,The Book of the Fear Prayer - كتاب صلاة الخوف
5,19,The Book of the Prayer for the Two 'Eids - كتاب صلاة العيدين
5,20,The Book of Qiyam Al-Lail (The Night Prayer) and Voluntary Prayers During the Day - كتاب قيام الليل وتطوع النهار
5,21,The Book of Funerals - كتاب الجنائز
5,22,The Book of Fasting - كتاب الصيام
5,23,The Book of Zakah - كتاب الزكاة
5,24,The Book of Hajj - كتاب مناسك الحج
5,25,The Book of Jihad - كتاب الجهاد
5,26,The Book of Marriage - كتاب النكاح
5,27,The Book of Divorce - كتاب الطلاق
5,28,The Book of Horses, Races and Shooting - كتاب الخيل
5,29,The Book of Endowments - كتاب الإحباس
5,30,The Book of Wills - كتاب الوصايا
5,31,The Book of Presents - كتاب النحل
5,32,The Book of Gifts - كتاب الهبة
5,33,The Book of ar-Ruqba - كتاب الرقبى
5,34,The Book of 'Umra - كتاب العمرى
5,35,The Book of Oaths and Vows - كتاب الأيمان والنذور
5,36,The Book of the Kind Treatment of Women - كتاب عشرة النساء
5,37,The Book of Fighting [The Prohibition of Bloodshed] - كتاب تحريم الدم
5,38,The Book of Distribution of Al-Fay' - كتاب قسم الفىء
5,39,The Book of al-Bay'ah - كتاب البيعة
5,40,The Book of al-'Aqiqah - كتاب العقيقة
5,41,The Book of al-Fara' and al-'Atirah - كتاب الفرع والعتيرة
5,42,The Book of Hunting and Slaughtering - كتاب الصيد والذبائح
5,43,The Book of ad-Dahaya (Sacrifices) - كتاب الضحايا
5,44,The Book of Financial Transactions - كتاب البيوع
5,45,The Book of Oaths (qasamah), Retaliation and Blood Money - كتاب القسامة
5,46,The Book of Cutting off the Hand of the Thief - كتاب قطع السارق
5,47,The Book Of Faith and its Signs - كتاب الإيمان وشرائعه
5,48,The Book of Adornment - كتاب الزينة من السنن
5,49,The Book of the Etiquette of Judges - كتاب آداب القضاة
5,50,The Book of Seeking Refuge with Allah - كتاب الاستعاذة
5,51,The Book of Drinks - كتاب الأشربة
6,0,The Book of the Sunnah - كتاب المقدمة
6,1,The Book of Purification and its Sunnah - كتاب الطهارة وسننها
6,2,The Book of the Prayer - كتاب الصلاة
6,3,The Book of the Adhan and the Sunnah Regarding It - كتاب الأذان والسنة فيها
6,4,The Book On The Mosques And The Congregations - كتاب المساجد والجماعات
6,5,Establishing the Prayer and the Sunnah Regarding Them - كتاب إقامة الصلاة والسنة فيها
6,6,Chapters Regarding Funerals - كتاب الجنائز
6,7,Fasting - كتاب الصيام
6,8,The Chapters Regarding Zakat - كتاب الزكاة
6,9,The Chapters on Marriage - كتاب النكاح
6,10,The Chapters on Divorce - كتاب الطلاق
6,11,The Chapters on Expiation - كتاب الكفارات
6,12,The Chapters on Business Transactions - كتاب التجارات
6,13,The Chapters on Rulings - كتاب الأحكام
6,14,The Chapters on Gifts - كتاب الهبات
6,15,The Chapters on Charity - كتاب الصدقات
6,16,The Chapters on Pawning - كتاب الرهون
6,17,The Chapters on Pre-emption - كتاب الشفعة
6,18,The Chapters on Lost Property - كتاب اللقطة
6,19,The Chapters on Manumission (of Slaves) - كتاب العتق
6,20,The Chapters on Legal Punishments - كتاب الحدود
6,21,The Chapters on Blood Money - كتاب الديات
6,22,The Chapters on Wills - كتاب الوصايا
6,23,Chapters on Shares of Inheritance - كتاب الفرائض
6,24,The Chapters on Jihad - كتاب الجهاد
6,25,Chapters on Hajj Rituals - كتاب المناسك
6,26,Chapters on Sacrifices - كتاب الأضاحي
6,27,Chapters on Slaughtering - كتاب الذبائح
6,28,Chapters on Hunting - كتاب الصيد
6,29,Chapters on Food - كتاب الأطعمة
6,30,Chapters on Drinks - كتاب الأشربة
6,31,Chapters on Medicine - كتاب الطب
6,32,Chapters on Dress - كتاب اللباس
6,33,Etiquette - كتاب الأدب
6,34,Supplication - كتاب الدعاء
6,35,Interpretation of Dreams - كتاب تعبير الرؤيا
6,36,Tribulations - كتاب الفتن
